fact_id,country_id,year_id,language_id,religion_id,region_id,population,infected_num,infected_with_hiv_num,case_detection_rate,case_fatality_rate,smoking_prevalence,gdp_per_capita,health_development_ratio,human_development_index,democracy,monarchy
258,107,3,27,5,2,21770018,34000,490,87.00,0.07,24.50,2119.88,3.53,0.810,democracy,republic
259,1,4,20,4,1,22733047,43000,6,32.00,0.32,11.90,190.68,0.49,0.208,N/A,N/A
260,5,4,7,5,3,17943699,60000,11000,60.00,0.23,8.90,982.96,0.26,0.088,autocracy,N/A
261,2,4,50,4,2,3118092,640,1,87.00,0.03,18.70,1846.12,3.25,0.793,democracy,republic
262,4,4,64,5,2,69484,13,999999,87.00,0.08,29.50,32272.85,0.00,0.000,democracy,N/A
263,6,4,9,5,4,38424288,13000,710,86.00,0.08,23.60,3349.81,4.19,0.873,democracy,republic
264,7,4,51,5,2,3038967,1900,45,79.00,0.10,26.20,930.13,2.75,0.524,autocracy,N/A
265,9,4,14,5,2,8122610,1100,51,87.00,0.05,31.50,32222.90,15.12,0.946,democracy,republic
266,10,4,35,4,2,8400529,4800,110,80.00,0.26,20.20,883.73,1.14,0.396,autocracy,N/A
267,22,4,30,5,3,7043147,16000,5300,42.00,0.39,12.40,113.57,0.37,0.110,autocracy,N/A
268,15,4,32,5,2,10376266,1200,78,87.00,0.09,25.40,30587.67,15.02,1.140,democracy,monarchy
269,17,4,16,5,3,7913076,6100,1200,48.00,0.28,8.10,711.28,0.44,0.218,democracy,republic
270,12,4,8,4,6,140970343,312000,180,28.00,0.32,23.30,446.31,0.93,0.522,democracy,republic
271,21,4,40,5,2,7804417,4100,6,80.00,0.07,37.70,2719.50,4.77,0.846,democracy,republic
272,11,4,13,4,1,811274,300,7,87.00,0.01,13.20,14222.04,6.64,0.895,autocracy,N/A
273,14,4,37,5,2,9803180,7500,87,79.00,0.17,26.40,1819.77,6.79,0.563,autocracy,N/A
274,16,4,6,5,4,263786,110,14,89.00,0.15,8.90,3650.61,3.20,0.782,democracy,monarchy
275,20,4,7,5,4,180622693,96000,6400,88.00,0.08,16.20,3070.44,2.51,0.849,democracy,republic
276,13,4,6,5,4,265768,10,4,87.00,0.25,6.30,11699.37,4.95,0.928,democracy,monarchy
277,18,4,56,6,6,637659,1300,45,80.00,0.12,10.60,962.10,0.98,0.363,autocracy,N/A
278,19,4,6,5,3,1775735,14000,11000,68.00,0.31,13.30,4330.97,0.66,0.546,democracy,republic
279,25,4,6,5,4,31836477,1900,190,87.00,0.09,18.10,28300.46,12.86,0.619,democracy,monarchy
280,27,4,9,5,4,16024750,2600,310,87.00,0.27,31.90,4772.56,8.12,0.899,democracy,republic
281,28,4,2,2,5,1294517325,1260000,19000,49.00,0.08,25.00,1288.64,2.51,0.721,autocracy,N/A
282,24,4,6,5,3,16160356,52000,22000,32.00,0.47,7.50,950.56,0.39,0.188,autocracy,N/A
283,29,4,9,5,4,40937426,14000,990,81.00,0.11,12.10,2281.40,3.24,0.541,democracy,republic
284,30,4,13,4,3,569795,210,1,35.00,0.31,12.60,937.71,0.60,0.365,autocracy,N/A
285,32,4,9,5,4,11209387,960,0,87.00,0.06,18.30,3197.13,9.79,0.906,autocracy,N/A
286,33,4,34,5,2,999579,40,3,87.00,0.09,33.60,20252.24,15.07,0.942,democracy,republic
287,47,4,14,5,2,82111616,7700,490,91.00,0.08,23.70,30243.58,15.68,0.954,democracy,republic
288,35,4,13,4,1,813530,4000,1500,80.00,0.16,21.30,818.87,0.61,0.244,autocracy,N/A
289,36,4,6,5,4,68540,6,1,89.13,0.36,5.70,4897.31,4.30,0.940,democracy,republic
290,34,4,43,2,2,5390620,450,29,87.00,0.07,28.20,40458.78,14.29,1.029,democracy,monarchy
291,3,4,13,4,3,32175816,25000,68,80.00,0.11,14.40,2103.38,1.98,0.734,autocracy,N/A
292,37,4,9,5,4,13372305,8500,410,80.00,0.15,6.30,2425.85,2.90,0.726,democracy,republic
293,38,4,13,4,1,77853559,18000,24,64.00,0.07,15.50,1102.47,1.75,0.740,autocracy,N/A
294,39,4,42,4,3,2493899,7500,1400,63.00,0.51,6.40,334.59,0.77,0.427,autocracy,N/A
295,40,4,55,2,2,1370853,670,110,87.00,0.18,28.90,7203.52,8.39,0.901,democracy,republic
296,41,4,11,5,3,73832653,278000,64000,42.00,0.40,3.80,119.49,0.45,0.204,autocracy,N/A
297,43,4,45,5,2,5212953,450,10,87.00,0.19,20.90,32855.13,19.59,1.055,democracy,republic
298,44,4,16,5,2,60741119,7300,950,83.00,0.17,28.90,29568.39,16.15,0.960,democracy,republic
299,45,4,16,5,3,1382352,8200,3700,27.00,0.44,9.80,4933.46,0.74,0.298,autocracy,N/A
300,46,4,47,5,2,4085478,8600,32,63.00,0.04,22.40,1010.01,2.44,0.823,autocracy,N/A
301,48,4,6,5,3,21296698,45000,13000,27.00,0.47,4.30,367.82,0.65,0.380,democracy,republic
302,52,4,16,4,3,8870775,19000,3900,35.00,0.36,6.30,393.74,0.36,0.128,autocracy,N/A
303,49,4,34,5,2,10918464,680,30,87.00,0.17,39.50,18477.58,15.16,0.934,democracy,republic
304,50,4,6,5,4,108881,2,1,83.00,0.47,9.00,5682.71,4.93,0.963,democracy,monarchy
305,51,4,9,5,4,12525847,3300,200,80.00,0.16,7.10,1737.88,1.50,0.446,democracy,republic
306,53,4,6,5,4,763097,790,110,80.00,0.17,14.70,997.21,1.53,0.741,democracy,republic
307,55,4,9,5,4,7119211,5100,230,80.00,0.10,12.20,1145.50,2.23,0.502,democracy,republic
308,31,4,48,5,2,4306681,1600,21,87.00,0.10,26.50,8129.79,10.22,0.887,democracy,republic
309,54,4,16,5,4,8759913,24000,7500,58.00,0.19,8.60,542.33,0.61,0.243,autocracy,N/A
310,56,4,36,5,2,10108961,3100,33,87.00,0.10,31.10,8421.10,8.61,0.920,democracy,republic
311,58,4,3,3,6,1116802995,3550000,272000,30.00,0.28,15.60,546.73,0.79,0.473,democracy,republic
312,61,4,6,5,2,3992939,470,26,87.00,0.09,24.20,41112.75,13.02,0.969,democracy,republic
313,60,4,13,4,1,26802655,13000,1,89.00,0.12,17.00,854.83,1.64,0.598,N/A,N/A
314,57,4,61,5,2,289612,6,0,87.00,1.00,22.30,39476.70,23.13,1.017,democracy,republic
315,62,4,39,7,2,6502816,540,52,87.00,0.11,21.90,18991.38,13.06,0.971,democracy,republic
316,63,4,17,5,2,57739701,5000,590,87.00,0.12,23.00,27465.68,16.66,0.952,democracy,republic
317,64,4,6,5,4,2656621,150,59,82.00,0.34,15.10,3480.51,3.58,0.829,democracy,monarchy
318,66,4,13,4,1,5741830,420,1,76.00,0.08,25.70,1876.26,2.94,0.811,autocracy,N/A
319,65,4,10,2,5,127671253,36000,360,87.00,0.12,27.90,35387.04,20.44,0.634,democracy,monarchy
320,67,4,26,4,2,15747383,31000,420,110.00,0.18,19.90,2068.12,1.87,0.469,autocracy,N/A
321,70,4,13,4,1,2109888,650,4,87.00,0.03,22.60,22148.38,6.22,0.900,autocracy,N/A
322,72,4,13,4,1,4525508,440,2,87.00,0.09,31.40,4576.39,4.63,0.571,autocracy,N/A
323,75,4,13,4,1,5619395,2200,27,85.00,0.09,11.20,4673.15,2.80,0.866,autocracy,N/A
324,76,4,52,5,2,3415277,3000,110,87.00,0.12,25.00,5499.43,7.59,0.925,democracy,republic
325,77,4,57,5,2,451840,62,5,87.00,0.09,28.00,65544.59,20.45,0.936,democracy,monarchy
326,71,4,54,5,2,2288979,1900,170,87.00,0.14,30.70,5145.20,5.99,0.886,democracy,republic
327,89,4,13,4,1,29571410,31000,390,88.00,0.08,13.70,1725.46,1.53,0.601,autocracy,N/A
328,81,4,59,4,6,296490,170,0,82.00,0.04,18.30,3476.01,2.67,0.745,autocracy,N/A
329,86,4,9,5,4,102978521,24000,1100,80.00,0.16,11.20,7075.37,3.02,0.803,democracy,republic
330,83,4,60,5,2,408231,8,0,87.00,0.13,23.80,13669.50,10.91,0.918,democracy,republic
331,91,4,18,6,6,46667190,257000,28000,29.00,0.35,19.30,161.06,0.74,0.428,autocracy,N/A
332,87,4,49,6,5,2521803,11000,17,36.00,0.05,22.80,646.19,1.31,0.691,democracy,republic
333,94,4,9,5,4,5210962,2800,80,81.00,0.12,10.50,1005.73,2.15,0.496,democracy,republic
334,97,4,46,2,2,4564668,380,17,87.00,0.15,24.50,50134.89,18.04,0.998,democracy,monarchy
335,93,4,24,3,6,25688772,98000,2800,34.00,0.31,32.00,252.40,0.97,0.507,autocracy,N/A
336,98,4,13,4,1,2363804,290,19,87.00,0.07,7.10,9066.31,5.32,0.853,autocracy,N/A
337,99,4,5,4,1,167110244,460000,170,15.00,0.13,17.60,599.38,0.63,0.320,autocracy,N/A
338,100,4,9,5,4,3189795,2000,210,80.00,0.13,8.40,4267.29,3.14,0.544,democracy,republic
339,102,4,9,5,4,27580485,40000,2300,79.00,0.09,11.10,2145.64,2.38,0.770,democracy,republic
340,104,4,21,5,2,38203527,12000,250,87.00,0.09,30.70,5701.60,9.21,0.942,democracy,republic
341,105,4,7,5,2,10454246,4600,980,87.00,0.13,22.20,15762.98,14.04,0.963,democracy,republic
342,101,4,9,5,4,5326440,2500,160,92.00,0.10,13.90,1365.42,2.25,0.717,democracy,republic
343,106,4,13,4,1,744679,320,0,87.00,0.01,15.50,34517.60,6.96,0.920,autocracy,N/A
344,107,4,27,5,2,21593450,34000,480,87.00,0.07,24.20,2679.41,3.57,0.811,democracy,republic
345,1,5,20,4,1,23560660,44000,6,41.00,0.28,11.90,211.38,0.51,0.241,autocracy,N/A
346,5,5,7,5,3,18600422,65000,12000,54.00,0.25,8.90,1255.56,0.28,0.057,autocracy,N/A
347,2,5,50,4,2,3098661,630,1,87.00,0.04,18.10,2373.58,3.49,0.797,democracy,republic
348,4,5,64,5,2,74320,8,999999,87.00,0.08,29.10,37966.19,0.00,0.000,democracy,N/A
349,6,5,9,5,4,38815907,13000,740,86.00,0.07,23.40,4277.72,4.34,0.874,democracy,republic
350,7,5,51,5,2,3022541,2100,56,79.00,0.10,26.20,1191.92,2.90,0.824,autocracy,N/A
351,9,5,14,5,2,8173497,1000,43,87.00,0.05,31.10,36821.52,15.53,0.949,democracy,republic
352,10,5,35,4,2,8489870,6800,160,80.00,0.16,20.30,1045.01,1.23,0.411,autocracy,N/A
353,22,5,30,5,3,7310641,15000,4700,45.00,0.36,12.40,128.34,0.40,0.138,autocracy,N/A
354,15,5,32,5,2,10421297,1300,91,87.00,0.07,25.10,35364.38,15.47,1.126,democracy,monarchy
355,17,5,16,5,3,8159100,6100,1100,51.00,0.27,8.00,798.74,0.46,0.236,democracy,republic
356,12,5,8,4,6,142902854,316000,230,31.00,0.31,23.50,475.29,0.99,0.526,democracy,republic
357,21,5,40,5,2,7749435,3800,8,80.00,0.08,38.20,3389.71,5.11,0.858,democracy,republic
358,11,5,13,4,1,871444,280,10,87.00,0.04,14.10,15846.51,6.83,0.900,autocracy,N/A
359,14,5,37,5,2,9735098,6900,82,79.00,0.18,25.90,2378.62,7.34,0.567,autocracy,N/A
360,16,5,6,5,4,271693,94,15,89.00,0.11,8.70,3802.26,3.27,0.789,democracy,monarchy
361,20,5,7,5,4,182675137,99000,6600,88.00,0.08,15.90,3637.31,2.70,0.858,democracy,republic
362,13,5,6,5,4,267295,22,9,87.00,0.19,6.30,12512.58,4.96,0.936,democracy,monarchy
363,18,5,56,6,6,650537,1200,46,80.00,0.12,10.70,1068.43,1.05,0.378,autocracy,N/A
364,19,5,6,5,3,1807148,14000,11000,73.00,0.26,13.20,5073.52,0.70,0.564,democracy,republic
365,25,5,6,5,4,32132682,1800,160,87.00,0.08,17.20,32143.68,13.10,0.620,democracy,monarchy
366,27,5,9,5,4,16187316,3100,330,87.00,0.24,30.50,6194.85,8.32,0.905,democracy,republic
367,28,5,2,2,5,1302100319,1220000,18000,65.00,0.06,24.60,1508.67,2.76,0.525,autocracy,N/A
368,24,5,6,5,3,16610495,53000,22000,33.00,0.46,7.50,1090.79,0.40,0.190,autocracy,N/A
369,29,5,9,5,4,41543170,14000,920,81.00,0.11,11.90,2782.62,3.35,0.806,democracy,republic
370,30,5,13,4,3,580708,210,0,42.00,0.28,12.20,1061.08,0.61,0.383,autocracy,N/A
371,32,5,9,5,4,11238764,900,1,87.00,0.05,18.00,3395.71,10.20,0.906,autocracy,N/A
372,33,5,34,5,2,1017879,34,2,87.00,0.13,33.50,23792.62,16.36,0.941,democracy,republic
373,47,5,14,5,2,82092716,6800,380,91.00,0.08,23.60,34044.05,16.06,0.956,democracy,republic
374,35,5,13,4,1,826127,3700,1300,80.00,0.16,21.20,863.24,0.63,0.321,autocracy,N/A
375,36,5,6,5,4,68645,7,1,89.13,0.15,5.70,5216.87,4.30,0.940,democracy,republic
376,34,5,43,2,2,5404602,410,7,87.00,0.10,27.10,46511.60,14.90,1.022,democracy,monarchy
377,3,5,13,4,3,32628297,25000,74,80.00,0.11,13.60,2610.19,2.07,0.752,autocracy,N/A
378,37,5,9,5,4,13608695,7900,380,80.00,0.15,6.30,2691.28,3.03,0.732,democracy,republic
379,38,5,13,4,1,79477441,18000,28,66.00,0.06,15.30,1062.16,1.85,0.745,autocracy,N/A
380,39,5,42,4,3,2598276,6700,1100,63.00,0.43,6.30,407.77,0.82,0.443,autocracy,N/A
381,40,5,55,2,2,1362673,620,34,87.00,0.18,28.90,8914.10,9.22,0.914,democracy,republic
382,41,5,11,5,3,76077207,272000,58000,45.00,0.37,3.90,136.47,0.48,0.237,autocracy,N/A
383,43,5,45,5,2,5228153,370,7,87.00,0.19,20.40,37702.85,20.18,0.988,democracy,republic
384,44,5,16,5,2,61175254,6200,740,83.00,0.17,27.90,33741.26,16.70,0.963,democracy,republic
385,45,5,16,5,3,1421614,8500,2800,31.00,0.40,9.90,5739.61,0.76,0.305,autocracy,N/A
386,46,5,47,5,2,4056081,7800,43,51.00,0.04,22.40,1305.05,2.69,0.819,democracy,republic
387,48,5,6,5,3,21868299,45000,12000,26.00,0.47,4.20,417.51,0.68,0.400,democracy,republic
388,52,5,16,4,3,9062714,19000,3800,38.00,0.34,6.30,407.30,0.38,0.155,autocracy,N/A
389,49,5,34,5,2,10947367,840,34,87.00,0.10,39.50,21955.10,16.13,0.937,democracy,republic
390,50,5,6,5,4,109319,2,1,83.00,1.00,9.00,5741.65,4.97,0.944,democracy,monarchy
391,51,5,9,5,4,12807403,4100,250,80.00,0.12,6.90,1859.10,1.56,0.583,democracy,republic
392,53,5,6,5,4,762422,750,120,80.00,0.24,14.70,1056.42,1.57,0.449,democracy,republic
393,55,5,9,5,4,7299003,4500,460,80.00,0.12,12.00,1204.48,2.35,0.508,democracy,republic
394,31,5,48,5,2,4310059,1300,17,87.00,0.12,26.80,9747.44,10.79,0.600,democracy,republic
395,54,5,16,5,4,8910259,25000,7200,59.00,0.18,8.50,667.28,0.63,0.253,autocracy,N/A
396,56,5,36,5,2,10085791,2600,25,87.00,0.12,31.30,10303.70,9.20,0.903,democracy,republic
397,58,5,3,3,6,1135991522,3580000,249000,32.00,0.26,15.40,627.77,0.82,0.492,democracy,republic
398,61,5,6,5,2,4066070,470,24,87.00,0.09,23.60,47666.55,14.02,0.977,democracy,republic
399,60,5,13,4,1,27577880,13000,1,78.00,0.11,16.70,1391.96,1.67,0.618,N/A,N/A
400,57,5,61,5,2,292168,13,2,87.00,0.35,21.60,47334.93,23.82,0.997,democracy,republic
401,62,5,39,7,2,6615083,520,17,87.00,0.09,21.40,19910.61,13.82,0.971,democracy,republic
402,63,5,17,5,2,58176741,4600,490,87.00,0.11,22.70,31259.72,17.56,0.955,democracy,republic
403,64,5,6,5,4,2672224,140,38,82.00,0.19,15.00,3733.80,3.65,0.848,democracy,monarchy
404,66,5,13,4,1,5882058,430,1,76.00,0.08,25.60,2044.96,3.03,0.812,autocracy,N/A
405,65,5,10,2,5,127815777,34000,310,87.00,0.13,27.00,38298.98,21.03,0.636,democracy,monarchy
406,67,5,26,4,2,15850161,31000,460,92.00,0.17,20.40,2874.29,2.00,0.477,autocracy,N/A
407,70,5,13,4,1,2157314,640,2,87.00,0.04,22.80,27011.65,6.33,0.915,autocracy,N/A
408,72,5,13,4,1,4599285,450,2,87.00,0.08,30.30,4630.79,5.03,0.577,autocracy,N/A
409,75,5,13,4,1,5736691,2300,33,72.00,0.14,11.30,5800.59,2.94,0.528,autocracy,N/A
410,76,5,52,5,2,3376692,2300,7,87.00,0.13,25.10,6700.33,7.74,0.919,democracy,republic
411,77,5,57,5,2,458306,36,3,87.00,0.07,27.50,76404.42,22.61,0.941,democracy,monarchy
412,71,5,54,5,2,2264177,1800,50,87.00,0.11,30.40,6378.67,6.43,0.900,democracy,republic
413,89,5,13,4,1,29953022,30000,380,87.00,0.08,13.60,1952.90,1.63,0.622,autocracy,N/A
414,81,5,59,4,6,301407,140,0,83.00,0.02,18.30,3941.43,2.72,0.749,autocracy,N/A
415,86,5,9,5,4,104394130,19000,880,80.00,0.16,10.90,7484.49,3.15,0.812,democracy,republic
416,83,5,60,5,2,410798,21,1,87.00,0.12,23.20,15197.06,11.16,0.959,democracy,republic
417,91,5,18,6,6,47068767,258000,28000,37.00,0.32,19.00,193.37,0.77,0.448,autocracy,N/A
418,87,5,49,6,5,2542803,11000,22,42.00,0.04,22.90,797.98,1.44,0.723,democracy,republic
419,94,5,9,5,4,5272913,2700,79,81.00,0.12,10.50,1080.27,2.27,0.717,democracy,republic
420,97,5,46,2,2,4591738,330,13,87.00,0.15,23.30,57603.84,19.01,1.007,democracy,monarchy
421,93,5,24,3,6,26016662,96000,2900,33.00,0.31,30.40,286.16,1.03,0.374,autocracy,N/A
422,98,5,13,4,1,2404816,340,11,87.00,0.06,7.30,10126.14,5.59,0.573,autocracy,N/A
423,99,5,5,4,1,171286004,472000,540,20.00,0.13,17.40,687.84,0.65,0.335,autocracy,N/A
424,100,5,9,5,4,3251152,2100,220,80.00,0.11,8.20,4592.15,3.22,0.770,democracy,republic
425,102,5,9,5,4,27852185,42000,2200,79.00,0.08,11.10,2417.03,2.56,0.788,democracy,republic
426,104,5,21,5,2,38167568,10000,190,87.00,0.09,30.80,6681.39,9.60,0.917,democracy,republic
427,105,5,7,5,2,10481384,4200,1000,87.00,0.13,22.10,18031.00,15.53,0.929,democracy,republic
428,101,5,9,5,4,5388181,2500,160,92.00,0.11,13.50,1679.50,2.32,0.724,democracy,republic
429,106,5,13,4,1,773338,310,1,87.00,0.01,15.70,42124.94,7.23,0.934,autocracy,N/A
430,107,5,27,5,2,21403219,33000,470,87.00,0.07,24.20,3494.94,3.69,0.813,democracy,republic
431,1,6,20,4,1,24404569,46000,7,47.00,0.26,11.90,242.03,0.54,0.260,autocracy,N/A
432,5,6,7,5,3,19291166,71000,14000,52.00,0.27,8.90,1902.42,0.30,0.023,autocracy,N/A
433,2,6,50,4,2,3076163,580,2,87.00,0.02,18.20,2673.79,3.76,0.813,democracy,republic
434,4,6,64,5,2,77430,12,999999,87.00,0.08,28.60,40064.22,0.00,0.000,democracy,N/A
435,6,6,9,5,4,39216791,12000,740,86.00,0.07,23.20,5109.85,4.51,0.871,democracy,republic
436,7,6,51,5,2,3006350,2800,87,79.00,0.08,26.30,1643.76,3.06,0.838,autocracy,N/A
437,9,6,14,5,2,8229203,1100,39,87.00,0.06,30.50,38403.13,16.19,0.953,democracy,republic
438,10,6,35,4,2,8597256,7600,190,79.00,0.12,20.50,1578.40,1.32,0.426,autocracy,N/A
439,22,6,30,5,3,7587297,15000,4400,45.00,0.35,12.50,151.68,0.43,0.168,democracy,republic
440,15,6,32,5,2,10478888,1200,68,87.00,0.08,25.00,36795.98,16.12,1.148,democracy,monarchy
441,17,6,16,5,3,8426142,6100,1100,53.00,0.25,7.90,822.79,0.47,0.152,democracy,republic
442,12,6,8,4,6,144715788,320000,290,38.00,0.28,23.40,499.46,1.05,0.535,democracy,republic
443,21,6,40,5,2,7695057,4000,11,80.00,0.07,38.40,3899.91,5.46,0.862,democracy,republic
444,11,6,13,4,1,932601,320,5,87.00,0.04,15.20,17959.40,7.11,0.905,autocracy,N/A
445,14,6,37,5,2,9667833,6700,130,79.00,0.18,25.50,3125.81,7.91,0.569,autocracy,N/A
446,16,6,6,5,4,279732,120,27,88.00,0.09,8.60,3885.03,3.35,0.785,democracy,monarchy
447,20,6,7,5,4,184688111,92000,6600,88.00,0.08,15.60,4790.46,2.90,0.862,democracy,republic
448,13,6,6,5,4,268707,11,4,87.00,0.28,6.20,13822.74,4.96,0.939,democracy,monarchy
449,18,6,56,6,6,661865,1300,52,80.00,0.12,10.80,1228.43,1.14,0.541,autocracy,N/A
450,19,6,6,5,3,1839878,13000,11000,75.00,0.23,13.30,5513.33,0.78,0.587,democracy,republic
451,25,6,6,5,4,32440185,1800,140,87.00,0.09,16.40,36382.51,13.15,0.956,democracy,monarchy
452,27,6,9,5,4,16348786,2900,270,87.00,0.23,29.30,7598.53,8.53,0.910,democracy,republic
453,28,6,2,2,5,1310027136,1190000,19000,76.00,0.07,24.30,1753.42,3.04,0.534,autocracy,N/A
454,24,6,6,5,3,17074592,53000,23000,40.00,0.42,7.40,1100.17,0.41,0.203,autocracy,N/A
455,29,6,9,5,4,42128979,13000,880,81.00,0.11,11.70,3414.47,3.45,0.821,democracy,republic
456,30,6,13,4,3,592679,220,4,52.00,0.24,11.80,1069.03,0.62,0.244,autocracy,N/A
457,32,6,9,5,4,11262553,890,0,87.00,0.05,17.80,3786.66,10.50,0.914,autocracy,N/A
458,33,6,34,5,2,1036151,39,2,87.00,0.14,33.30,24959.26,17.47,0.939,democracy,republic
459,47,6,14,5,2,82046738,6300,300,91.00,0.08,23.60,34507.37,16.79,0.958,democracy,republic
460,35,6,13,4,1,839160,3900,1400,80.00,0.16,21.10,904.74,0.65,0.338,autocracy,N/A
461,36,6,6,5,4,68733,8,1,89.13,0.12,5.60,5160.89,4.30,0.940,democracy,republic
462,34,6,43,2,2,5419554,450,22,87.00,0.07,25.90,48799.83,15.57,1.025,democracy,monarchy
463,3,6,13,4,3,33109248,27000,90,80.00,0.11,12.90,3113.09,2.17,0.763,autocracy,N/A
464,37,6,9,5,4,13846163,5500,280,80.00,0.22,6.00,3002.14,3.15,0.745,democracy,republic
465,38,6,13,4,1,81101004,17000,33,66.00,0.06,15.30,1186.39,1.94,0.482,autocracy,N/A
466,39,6,42,4,3,2661211,5600,910,64.00,0.36,6.20,388.60,0.87,0.468,autocracy,N/A
467,40,6,55,2,2,1354848,550,37,87.00,0.11,28.70,10412.64,10.08,0.927,democracy,republic
468,41,6,11,5,3,78367471,267000,55000,47.00,0.35,3.90,162.43,0.52,0.272,autocracy,N/A
469,43,6,45,5,2,5246074,390,7,87.00,0.20,19.80,39040.29,21.30,0.993,democracy,republic
470,44,6,16,5,2,61625024,6100,630,83.00,0.17,27.30,34760.19,17.43,0.978,democracy,republic
471,45,6,16,5,3,1463500,8700,3900,29.00,0.31,10.10,6891.36,0.79,0.313,autocracy,N/A
472,46,6,47,5,2,4026131,7100,55,64.00,0.04,22.30,1642.76,2.99,0.837,democracy,republic
473,48,6,6,5,3,22449444,46000,13000,27.00,0.47,4.10,492.54,0.71,0.416,democracy,republic
474,49,6,34,5,2,10981329,800,28,87.00,0.13,39.70,22551.74,17.23,0.955,democracy,republic
475,50,6,6,5,4,109734,2,1,83.00,1.00,9.10,6645.99,5.01,0.929,democracy,monarchy
476,51,6,9,5,4,13087627,4800,290,80.00,0.11,6.70,2068.50,1.63,0.597,democracy,republic
477,53,6,6,5,4,760908,800,140,80.00,0.19,14.60,1105.51,1.61,0.747,democracy,republic
478,55,6,9,5,4,7478354,4200,410,80.00,0.13,11.80,1296.69,2.47,0.513,democracy,republic
479,31,6,48,5,2,4313949,1200,13,87.00,0.10,27.10,10621.51,11.23,0.907,democracy,republic
480,54,6,16,5,4,9061270,25000,7300,58.00,0.18,8.30,781.28,0.66,0.263,autocracy,N/A
481,56,6,36,5,2,10065705,2100,18,87.00,0.12,31.40,11225.93,9.69,0.905,democracy,republic
482,58,6,3,3,6,1154676330,3590000,244000,32.00,0.25,15.00,714.86,0.87,0.513,democracy,republic
483,61,6,6,5,2,4155293,490,22,87.00,0.06,23.20,50914.03,15.18,0.982,democracy,republic
484,60,6,13,4,1,28407453,14000,1,69.00,0.11,16.40,1855.52,1.71,0.463,N/A,N/A
485,57,6,61,5,2,296830,12,1,87.00,0.29,20.70,56794.85,25.47,1.003,democracy,republic
486,62,6,39,7,2,6728206,430,24,87.00,0.12,20.90,20585.14,14.31,0.972,democracy,republic
487,63,6,17,5,2,58519684,4400,410,87.00,0.11,22.50,32043.14,17.95,0.956,democracy,republic
488,64,6,6,5,4,2687071,110,39,82.00,0.24,14.80,4103.60,3.73,0.848,democracy,monarchy
489,66,6,13,4,1,6029587,480,1,76.00,0.07,25.50,2183.39,3.13,0.814,autocracy,N/A
490,65,6,10,2,5,127913327,31000,250,87.00,0.14,26.10,37812.90,22.14,0.636,democracy,monarchy
491,67,6,26,4,2,15968119,30000,170,96.00,0.18,21.00,3771.28,2.12,0.483,autocracy,N/A
492,70,6,13,4,1,2236787,590,3,87.00,0.04,23.00,35591.04,6.45,0.940,autocracy,N/A
493,72,6,13,4,1,4671102,450,3,87.00,0.08,29.40,4575.11,5.45,0.582,autocracy,N/A
494,75,6,13,4,1,5858788,2300,41,90.00,0.07,11.70,8163.01,3.11,0.838,autocracy,N/A
495,76,6,52,5,2,3322261,2400,72,87.00,0.16,25.30,7854.77,7.92,0.922,democracy,republic
496,77,6,57,5,2,465360,43,3,87.00,0.04,26.90,80957.94,23.36,0.942,democracy,monarchy
497,71,6,54,5,2,2239775,1600,70,87.00,0.13,30.20,7594.90,6.80,0.911,democracy,republic
498,89,6,13,4,1,30358135,30000,420,87.00,0.08,13.60,2018.03,1.73,0.638,autocracy,N/A
499,81,6,59,4,6,306428,150,0,83.00,0.04,18.40,3640.01,3.42,0.545,autocracy,N/A
500,86,6,9,5,4,105811498,23000,1100,80.00,0.14,10.50,8277.67,3.29,0.818,democracy,republic
501,83,6,60,5,2,413321,25,1,87.00,0.05,22.60,15888.17,11.33,0.951,democracy,republic
502,91,6,18,6,6,47438364,258000,30000,41.00,0.30,18.60,216.31,0.80,0.461,autocracy,N/A
503,87,6,49,6,5,2563467,11000,27,42.00,0.04,23.20,998.83,1.59,0.746,democracy,republic
504,94,6,9,5,4,5342109,2300,72,81.00,0.14,10.60,1162.29,2.38,0.733,democracy,republic
505,97,6,46,2,2,4623124,320,11,87.00,0.15,22.20,66810.48,19.52,1.003,democracy,monarchy
506,93,6,24,3,6,26309450,95000,3100,35.00,0.30,28.80,315.81,1.10,0.546,autocracy,N/A
507,98,6,13,4,1,2459803,300,11,87.00,0.06,7.40,12377.08,5.80,0.865,autocracy,N/A
508,99,6,5,4,1,175453215,484000,1100,29.00,0.12,17.10,748.92,0.66,0.345,autocracy,N/A
509,100,6,9,5,4,3313034,2000,260,80.00,0.14,8.10,4916.91,3.31,0.773,democracy,republic
510,102,6,9,5,4,28101180,43000,2300,79.00,0.08,11.10,2729.50,2.75,0.797,democracy,republic
511,104,6,21,5,2,38124385,9400,160,87.00,0.10,30.70,8021.51,9.87,0.925,democracy,republic
512,105,6,7,5,2,10503005,3800,870,87.00,0.13,21.90,18773.13,16.97,0.941,democracy,republic
513,101,6,9,5,4,5448100,2300,150,93.00,0.12,13.10,1843.63,2.39,0.727,democracy,republic
514,106,6,13,4,1,825405,370,0,87.00,0.01,16.20,51455.95,7.52,0.929,autocracy,N/A
515,107,6,27,5,2,21213384,30000,480,87.00,0.06,24.90,4617.93,3.97,0.822,democracy,republic
516,1,7,20,4,1,25424099,48000,9,53.00,0.24,12.00,263.73,0.57,0.308,autocracy,N/A
